stroke,frame,x,y
back,50,452.3927001953125,527.5614013671875
back,52,0.0,0.0
back,52,0.0,0.0
back,52,0.0,0.0
back,52,889.0537109375,498.9051513671875
back,52,0.0,0.0
back,52,869.3065795898438,519.8567504882812
back,52,858.366455078125,514.8814697265625
back,52,902.7601318359375,550.0557861328125
back,52,895.33056640625,547.3950805664062
back,52,0.0,0.0
back,52,0.0,0.0
back,52,742.4442749023438,541.593994140625
back,52,733.6597900390625,527.738037109375
back,52,618.0702514648438,542.6541748046875
back,52,612.1214599609375,538.18896484375
back,52,497.43182373046875,592.4273681640625
back,52,493.0115966796875,588.7277221679688
back,54,919.5375366210938,507.9066467285156
back,54,0.0,0.0
back,54,917.6123657226562,502.52239990234375
back,54,0.0,0.0
back,54,899.5772705078125,502.209716796875
back,54,876.5037231445312,520.9495239257812
back,54,874.9802856445312,522.1103515625
back,54,886.2354125976562,558.23388671875
back,54,891.42529296875,564.6322631835938
back,54,0.0,0.0
back,54,0.0,0.0
back,54,740.5576782226562,535.5326538085938
back,54,738.7608032226562,525.1889038085938
back,54,624.4100341796875,536.0029907226562
back,54,621.4564208984375,533.1146240234375
back,54,514.5368041992188,595.6104125976562
back,54,507.7416687011719,591.7931518554688
back,66,0.0,0.0
back,66,0.0,0.0
back,66,0.0,0.0
back,66,0.0,0.0
back,66,1157.34912109375,34.0133056640625
back,66,1127.32421875,58.712528228759766
back,66,1138.2335205078125,69.08720397949219
back,66,0.0,0.0
back,66,1126.1055908203125,100.82157897949219
back,66,0.0,0.0
back,66,0.0,0.0
back,66,1078.9512939453125,136.44744873046875
back,66,1085.1451416015625,138.68524169921875
back,66,1056.904296875,183.88792419433594
back,66,1058.277587890625,187.84112548828125
back,66,1005.6253051757812,224.4734344482422
back,66,1002.1258544921875,227.61282348632812
back,70,0.0,0.0
back,70,0.0,0.0
back,70,0.0,0.0
back,70,0.0,0.0
back,70,0.0,0.0
back,70,1019.282958984375,523.1475830078125
back,70,997.125244140625,521.758544921875
back,70,1019.0595703125,516.954833984375
back,70,987.8684692382812,507.8721923828125
back,70,0.0,0.0
back,70,975.7000122070312,513.41064453125
back,70,1086.2474365234375,519.2089233398438
back,70,1074.1591796875,523.778076171875
back,70,1120.38427734375,513.1909790039062
back,70,1121.904541015625,522.0867309570312
back,70,1217.9324951171875,520.2354736328125
back,70,1214.4384765625,532.2360229492188
back,72,0.0,0.0
back,72,0.0,0.0
back,72,0.0,0.0
back,72,0.0,0.0
back,72,0.0,0.0
back,72,1123.5810546875,497.3162841796875
back,72,1064.5955810546875,500.807373046875
back,72,1173.52001953125,487.7725524902344
back,72,1023.803466796875,486.48785400390625
back,72,1200.414306640625,499.47674560546875
back,72,996.9168701171875,523.1499633789062
back,72,1131.165283203125,509.24163818359375
back,72,1097.3575439453125,516.3634643554688
back,72,1149.57421875,528.41796875
back,72,1121.592529296875,545.3355712890625
back,72,1204.314208984375,540.21044921875
back,72,1176.09912109375,555.9351806640625
back,74,0.0,0.0
back,74,0.0,0.0
back,74,0.0,0.0
back,74,0.0,0.0
back,74,0.0,0.0
back,74,1183.0361328125,513.6736450195312
back,74,1153.6748046875,501.46197509765625
back,74,1185.830810546875,519.534423828125
back,74,1067.511962890625,500.4200134277344
back,74,1207.3721923828125,525.8834838867188
back,74,1024.97900390625,539.4154052734375
back,74,1133.58056640625,506.009521484375
back,74,1119.4642333984375,498.71868896484375
back,74,1075.5089111328125,505.80181884765625
back,74,1062.586181640625,506.030517578125
back,74,1025.124267578125,542.7322998046875
back,74,1015.5986938476562,540.71826171875
back,76,0.0,0.0
back,76,0.0,0.0
back,76,0.0,0.0
back,76,0.0,0.0
back,76,0.0,0.0
back,76,1202.737060546875,496.62518310546875
back,76,1171.298095703125,495.8194580078125
back,76,1244.922607421875,482.566162109375
back,76,1106.0186767578125,501.4228820800781
back,76,1262.8153076171875,482.94256591796875
back,76,1049.496826171875,532.5841064453125
back,76,1156.6278076171875,525.0194091796875
back,76,1143.3997802734375,517.4346923828125
back,76,1100.021484375,537.5732421875
back,76,1085.37646484375,520.774169921875
back,76,1039.2034912109375,546.408447265625
back,76,1035.375244140625,546.615478515625
back,78,0.0,0.0
back,78,0.0,0.0
back,78,0.0,0.0
back,78,0.0,0.0
back,78,0.0,0.0
back,78,1238.1695556640625,507.463134765625
back,78,1223.509765625,501.34979248046875
back,78,1263.3660888671875,488.464599609375
back,78,1236.0906982421875,487.38458251953125
back,78,1267.8402099609375,486.93389892578125
back,78,1273.3543701171875,487.2613220214844
back,78,1150.3199462890625,525.61572265625
back,78,1140.069091796875,511.6083068847656
back,78,1044.484619140625,534.9412841796875
back,78,1042.7698974609375,523.385498046875
back,78,916.184326171875,528.9691162109375
back,78,912.1956787109375,528.71728515625
back,86,0.0,0.0
back,86,0.0,0.0
back,86,0.0,0.0
back,86,0.0,0.0
back,86,0.0,0.0
back,86,1378.1800537109375,526.5465698242188
back,86,1348.0418701171875,529.30908203125
back,86,0.0,0.0
back,86,1353.7490234375,513.69873046875
back,86,0.0,0.0
back,86,0.0,0.0
back,86,1263.77294921875,539.721923828125
back,86,1241.3994140625,525.7835083007812
back,86,1077.61279296875,529.439697265625
back,86,1067.248779296875,528.3890380859375
back,86,956.205322265625,585.8272094726562
back,86,959.6192626953125,579.8271484375
back,90,0.0,0.0
back,90,0.0,0.0
back,90,0.0,0.0
back,90,0.0,0.0
back,90,0.0,0.0
back,90,0.0,0.0
back,90,0.0,0.0
back,90,0.0,0.0
back,90,0.0,0.0
back,90,0.0,0.0
back,90,0.0,0.0
back,90,139.65127563476562,536.24560546875
back,90,135.3709716796875,550.93994140625
back,90,258.82257080078125,556.4013061523438
back,90,238.08212280273438,582.166015625
back,90,343.39276123046875,596.1986694335938
back,90,340.3798828125,648.5806884765625
back,92,0.0,0.0
back,92,0.0,0.0
back,92,0.0,0.0
back,92,0.0,0.0
back,92,0.0,0.0
back,92,0.0,0.0
back,92,35.41666030883789,502.10504150390625
back,92,0.0,0.0
back,92,0.0,0.0
back,92,0.0,0.0
back,92,0.0,0.0
back,92,161.64024353027344,530.7646484375
back,92,153.033447265625,545.5895385742188
back,92,285.8924865722656,553.1866455078125
back,92,253.28536987304688,568.8123779296875
back,92,368.3139953613281,591.846435546875
back,92,331.7127990722656,647.5723876953125
back,94,0.0,0.0
back,94,0.0,0.0
back,94,0.0,0.0
back,94,0.0,0.0
back,94,0.0,0.0
back,94,0.0,0.0
back,94,0.0,0.0
back,94,0.0,0.0
back,94,0.0,0.0
back,94,0.0,0.0
back,94,0.0,0.0
back,94,148.78439331054688,528.7450561523438
back,94,141.1854705810547,541.0318603515625
back,94,287.44671630859375,543.7959594726562
back,94,264.5438537597656,547.6151123046875
back,94,368.2193603515625,600.121826171875
back,94,345.01641845703125,628.6328125
back,96,0.0,0.0
back,96,0.0,0.0
back,96,0.0,0.0
back,96,0.0,0.0
back,96,0.0,0.0
back,96,44.555030822753906,499.1854248046875
back,96,50.12297058105469,499.41497802734375
back,96,0.0,0.0
back,96,0.0,0.0
back,96,0.0,0.0
back,96,0.0,0.0
back,96,167.12240600585938,532.7166748046875
back,96,168.03448486328125,542.4653930664062
back,96,291.67852783203125,559.091064453125
back,96,296.1993713378906,556.6802368164062
back,96,384.6462707519531,602.7145385742188
back,96,390.9007568359375,601.8240966796875
back,98,0.0,0.0
back,98,0.0,0.0
back,98,0.0,0.0
back,98,0.0,0.0
back,98,72.44573974609375,479.5507507324219
back,98,94.33125305175781,502.70318603515625
back,98,84.34819030761719,500.97418212890625
back,98,45.44154739379883,500.6759948730469
back,98,40.75315475463867,500.04156494140625
back,98,0.0,0.0
back,98,0.0,0.0
back,98,182.91543579101562,530.7446899414062
back,98,176.14639282226562,537.4782104492188
back,98,270.497314453125,543.9068603515625
back,98,273.24639892578125,538.0873413085938
back,98,372.4307861328125,582.1613159179688
back,98,376.1264953613281,587.5296630859375
back,102,0.0,0.0
back,102,0.0,0.0
back,102,0.0,0.0
back,102,0.0,0.0
back,102,0.0,0.0
back,102,170.99679565429688,489.42626953125
back,102,137.09786987304688,500.0902404785156
back,102,158.13246154785156,478.59625244140625
back,102,103.25997161865234,481.5828857421875
back,102,0.0,0.0
back,102,0.0,0.0
back,102,220.5185546875,500.26983642578125
back,102,201.25607299804688,513.2715454101562
back,102,286.3743896484375,532.1448974609375
back,102,280.0494384765625,550.0576171875
back,102,393.662841796875,571.997802734375
back,102,389.0994873046875,581.9948120117188
back,104,0.0,0.0
back,104,0.0,0.0
back,104,0.0,0.0
back,104,0.0,0.0
back,104,147.0722198486328,490.7956237792969
back,104,186.14791870117188,494.5439758300781
back,104,157.08920288085938,502.59429931640625
back,104,213.8667755126953,482.28076171875
back,104,117.44943237304688,476.564453125
back,104,0.0,0.0
back,104,0.0,0.0
back,104,239.39044189453125,500.591064453125
back,104,226.74105834960938,512.2832641601562
back,104,312.14044189453125,529.9755859375
back,104,303.69635009765625,546.623046875
back,104,409.35369873046875,571.3710327148438
back,104,410.7669982910156,582.3109130859375
back,108,0.0,0.0
back,108,0.0,0.0
back,108,0.0,0.0
back,108,0.0,0.0
back,108,0.0,0.0
back,108,161.95619201660156,510.8468017578125
back,108,105.34588623046875,514.1624755859375
back,108,293.60552978515625,514.7265014648438
back,108,0.0,0.0
back,108,0.0,0.0
back,108,0.0,0.0
back,108,274.287841796875,491.9908447265625
back,108,245.39767456054688,502.493408203125
back,108,339.3941650390625,537.868408203125
back,108,321.1869201660156,546.4847412109375
back,108,431.9718017578125,579.3781127929688
back,108,420.6727294921875,583.57568359375
back,110,0.0,0.0
back,110,0.0,0.0
back,110,0.0,0.0
back,110,0.0,0.0
back,110,0.0,0.0
back,110,229.77590942382812,505.38006591796875
back,110,188.1951904296875,510.58001708984375
back,110,260.1490173339844,519.5253295898438
back,110,112.74110412597656,523.6575927734375
back,110,0.0,0.0
back,110,45.73014450073242,515.2546997070312
back,110,293.6451416015625,489.78564453125
back,110,274.8540954589844,499.72882080078125
back,110,368.3438720703125,541.1790771484375
back,110,362.2141418457031,546.8582153320312
back,110,463.434814453125,580.5443115234375
back,110,454.00506591796875,586.6162719726562
back,114,0.0,0.0
back,114,0.0,0.0
back,114,0.0,0.0
back,114,0.0,0.0
back,114,0.0,0.0
back,114,216.24330139160156,497.85845947265625
back,114,202.40245056152344,512.2260131835938
back,114,203.899169921875,519.43408203125
back,114,161.98226928710938,534.0848999023438
back,114,170.40684509277344,521.4752197265625
back,114,125.14736938476562,523.6123657226562
back,114,324.0610656738281,499.71514892578125
back,114,311.67889404296875,514.912109375
back,114,408.08837890625,513.8780517578125
back,114,401.51727294921875,538.78662109375
back,114,479.59307861328125,557.9462890625
back,114,470.5712890625,588.2385864257812
back,116,0.0,0.0
back,116,0.0,0.0
back,116,0.0,0.0
back,116,223.24227905273438,510.15447998046875
back,116,0.0,0.0
back,116,250.33616638183594,503.911376953125
back,116,240.08660888671875,521.5145874023438
back,116,288.8753356933594,505.50775146484375
back,116,231.31265258789062,536.636474609375
back,116,311.90911865234375,505.84033203125
back,116,217.29290771484375,519.346923828125
back,116,358.8638916015625,503.71051025390625
back,116,351.9704895019531,517.016845703125
back,116,422.41754150390625,526.013671875
back,116,424.37359619140625,535.44970703125
back,116,485.249267578125,566.12548828125
back,116,482.3663330078125,572.9653930664062
back,118,0.0,0.0
back,118,0.0,0.0
back,118,0.0,0.0
back,118,0.0,0.0
back,118,0.0,0.0
back,118,292.3692321777344,501.3006591796875
back,118,285.33123779296875,506.8550720214844
back,118,340.6784362792969,493.76654052734375
back,118,330.40899658203125,503.5408630371094
back,118,0.0,0.0
back,118,0.0,0.0
back,118,373.32830810546875,498.8454895019531
back,118,365.4961853027344,507.7449645996094
back,118,449.0243225097656,510.43695068359375
back,118,437.2640075683594,510.264404296875
back,118,511.65728759765625,533.7830810546875
back,118,491.07769775390625,537.68701171875
back,120,0.0,0.0
back,120,0.0,0.0
back,120,0.0,0.0
back,120,0.0,0.0
back,120,0.0,0.0
back,120,290.52032470703125,509.9850769042969
back,120,277.504150390625,514.5601806640625
back,120,332.0443115234375,488.259033203125
back,120,307.39862060546875,494.6483154296875
back,120,0.0,0.0
back,120,309.8033142089844,491.4664306640625
back,120,353.81231689453125,504.03192138671875
back,120,347.70843505859375,511.23443603515625
back,120,416.38250732421875,507.0404052734375
back,120,416.64886474609375,506.7979431152344
back,120,481.0611572265625,540.7256469726562
back,120,481.25128173828125,543.169677734375
back,128,1873.8372802734375,351.82275390625
back,128,0.0,0.0
back,128,1870.69873046875,344.27557373046875
back,128,0.0,0.0
back,128,1855.0902099609375,335.8248291015625
back,128,1854.9970703125,351.6365661621094
back,128,1812.8583984375,362.9499206542969
back,128,1894.9383544921875,390.021728515625
back,128,1811.100830078125,414.60870361328125
back,128,1907.7491455078125,401.94708251953125
back,128,1845.790771484375,424.24456787109375
back,128,1820.8875732421875,412.0467224121094
back,128,1793.5220947265625,420.6890869140625
back,128,0.0,0.0
back,128,0.0,0.0
back,128,0.0,0.0
back,128,0.0,0.0
back,132,0.0,0.0
back,132,0.0,0.0
back,132,0.0,0.0
back,132,0.0,0.0
back,132,1046.568359375,504.439453125
back,132,1093.51171875,495.12939453125
back,132,1077.1826171875,512.1436157226562
back,132,1144.9461669921875,480.3970947265625
back,132,1103.3765869140625,507.1051025390625
back,132,0.0,0.0
back,132,0.0,0.0
back,132,1195.387939453125,510.4364013671875
back,132,1185.5247802734375,525.89892578125
back,132,1266.9815673828125,522.4415283203125
back,132,1264.7392578125,540.5833740234375
back,132,1324.31982421875,572.7100830078125
back,132,1321.872314453125,588.4758911132812
back,134,0.0,0.0
back,134,0.0,0.0
back,134,0.0,0.0
back,134,0.0,0.0
back,134,0.0,0.0
back,134,1093.048095703125,502.18243408203125
back,134,1081.9091796875,494.3464050292969
back,134,1146.11328125,498.86700439453125
back,134,1111.5604248046875,500.8766784667969
back,134,1147.2447509765625,490.74700927734375
back,134,0.0,0.0
back,134,1196.2916259765625,514.0988159179688
back,134,1191.52099609375,515.7816162109375
back,134,1252.5457763671875,537.178955078125
back,134,1255.353515625,534.1327514648438
back,134,1306.079833984375,557.7825927734375
back,134,1300.8648681640625,558.8743896484375
back,138,1280.7510986328125,515.5523681640625
back,138,0.0,0.0
back,138,0.0,0.0
back,138,1295.6849365234375,526.2299194335938
back,138,0.0,0.0
back,138,1286.8956298828125,542.2310791015625
back,138,1268.2874755859375,506.2659912109375
back,138,1289.24609375,568.060791015625
back,138,1230.61083984375,489.39642333984375
back,138,1312.752197265625,584.3248291015625
back,138,1201.563720703125,487.97357177734375
back,138,1200.2874755859375,532.4259033203125
back,138,1192.1678466796875,511.47076416015625
back,138,1137.179443359375,522.446044921875
back,138,1135.1580810546875,513.6141357421875
back,138,1076.544677734375,517.7958984375
back,138,1072.753173828125,510.3401184082031
back,158,0.0,0.0
back,158,0.0,0.0
back,158,0.0,0.0
back,158,0.0,0.0
back,158,1275.5233154296875,497.63568115234375
back,158,1283.45556640625,504.33770751953125
back,158,1258.7735595703125,496.66253662109375
back,158,1296.009521484375,513.1116943359375
back,158,1241.07080078125,507.7403869628906
back,158,1306.92138671875,524.3944702148438
back,158,1249.28955078125,520.7055053710938
back,158,1250.98046875,521.3984375
back,158,1230.2354736328125,515.5466918945312
back,158,1278.40380859375,552.5242309570312
back,158,1232.240478515625,538.3561401367188
back,158,1297.896728515625,602.7962646484375
back,158,1208.2572021484375,571.6563110351562
back,166,1168.7816162109375,493.207275390625
back,166,1171.011962890625,489.03253173828125
back,166,0.0,0.0
back,166,1180.91357421875,485.74462890625
back,166,0.0,0.0
back,166,1208.8134765625,492.4809265136719
back,166,1191.361328125,502.9919128417969
back,166,1245.5546875,503.63726806640625
back,166,1198.00146484375,530.2630615234375
back,166,1268.648193359375,520.5484619140625
back,166,1175.475830078125,562.2279663085938
back,166,1244.962890625,524.68896484375
back,166,1230.0738525390625,528.8013916015625
back,166,1257.9609375,561.96533203125
back,166,1221.6060791015625,560.394775390625
back,166,1288.122802734375,604.0422973632812
back,166,1223.164306640625,605.636474609375
back,168,0.0,0.0
back,168,0.0,0.0
back,168,0.0,0.0
back,168,0.0,0.0
back,168,0.0,0.0
back,168,1242.0478515625,514.2684326171875
back,168,1218.7821044921875,507.7120361328125
back,168,1225.368408203125,536.7550659179688
back,168,1193.381591796875,531.5306396484375
back,168,1192.385986328125,563.194580078125
back,168,1169.94287109375,562.4204711914062
back,168,1227.8843994140625,515.4011840820312
back,168,1208.79833984375,513.4859619140625
back,168,1255.0621337890625,553.5691528320312
back,168,1223.5616455078125,550.492919921875
back,168,1282.4842529296875,598.2196044921875
back,168,1226.386474609375,600.18017578125
back,170,0.0,0.0
back,170,0.0,0.0
back,170,0.0,0.0
back,170,0.0,0.0
back,170,0.0,0.0
back,170,1198.173583984375,490.8243713378906
back,170,1179.8623046875,505.1429443359375
back,170,1227.171630859375,501.3023681640625
back,170,1180.466064453125,537.62646484375
back,170,1251.9881591796875,520.2789306640625
back,170,1162.691162109375,573.4466552734375
back,170,1230.877685546875,518.7623291015625
back,170,1216.315673828125,525.506103515625
back,170,1248.271728515625,559.485595703125
back,170,1217.02490234375,562.6065673828125
back,170,1275.927490234375,600.998779296875
back,170,1222.7882080078125,608.2882690429688
back,172,1154.3397216796875,493.5951232910156
back,172,0.0,0.0
back,172,0.0,0.0
back,172,1161.9017333984375,483.8024597167969
back,172,0.0,0.0
back,172,1185.6337890625,491.9469909667969
back,172,1177.922119140625,503.73046875
back,172,1211.7237548828125,505.437255859375
back,172,1177.1697998046875,536.1697387695312
back,172,1245.40478515625,529.32421875
back,172,1158.765869140625,574.158935546875
back,172,1222.50341796875,527.6731567382812
back,172,1215.646240234375,533.4940185546875
back,172,1240.732177734375,565.3133544921875
back,172,1217.1864013671875,567.6389770507812
back,172,1267.2984619140625,605.3768310546875
back,172,1223.20947265625,610.1552734375
back,174,0.0,0.0
back,174,0.0,0.0
back,174,0.0,0.0
back,174,1167.58056640625,494.9277648925781
back,174,0.0,0.0
back,174,1193.0465087890625,500.8465576171875
back,174,1175.8837890625,512.20703125
back,174,1222.290771484375,511.0345458984375
back,174,1171.7427978515625,543.101318359375
back,174,1245.126220703125,529.511474609375
back,174,1156.94580078125,577.102783203125
back,174,1223.82958984375,526.1799926757812
back,174,1210.4945068359375,531.513671875
back,174,1237.6806640625,566.1627197265625
back,174,1208.283203125,568.5022583007812
back,174,1267.595458984375,605.9317626953125
back,174,1213.4285888671875,610.6990356445312
back,176,0.0,0.0
back,176,0.0,0.0
back,176,0.0,0.0
back,176,0.0,0.0
back,176,0.0,0.0
back,176,1186.989013671875,504.90606689453125
back,176,1168.1444091796875,515.9293823242188
back,176,1209.4180908203125,519.187255859375
back,176,1164.302734375,545.5497436523438
back,176,1208.0853271484375,538.0391845703125
back,176,1151.4716796875,580.0416259765625
back,176,1213.807373046875,528.5074462890625
back,176,1198.414306640625,533.5497436523438
back,176,1232.654296875,564.3284301757812
back,176,1201.15771484375,566.944580078125
back,176,1259.4024658203125,603.7974853515625
back,176,1209.166259765625,609.9762573242188
back,178,0.0,0.0
back,178,0.0,0.0
back,178,0.0,0.0
back,178,0.0,0.0
back,178,0.0,0.0
back,178,1209.9180908203125,507.36383056640625
back,178,1191.357177734375,512.0779418945312
back,178,1231.2191162109375,523.1728515625
back,178,1170.814208984375,539.32861328125
back,178,1242.8009033203125,535.1746826171875
back,178,1155.8642578125,573.8197021484375
back,178,1211.9520263671875,536.8287353515625
back,178,1200.1221923828125,539.2661743164062
back,178,1228.699951171875,568.3951416015625
back,178,1208.32666015625,568.265625
back,178,1247.2899169921875,606.6685791015625
back,178,1210.015380859375,610.14404296875
back,180,0.0,0.0
back,180,0.0,0.0
back,180,0.0,0.0
back,180,0.0,0.0
back,180,0.0,0.0
back,180,956.09130859375,482.670166015625
